I,J,p,r,obj_relaxed_avg,obj_binary_avg,obj_ex_avg,time_avg_sec
200,200,2,2,0.517308950200904,0.569463131862989,0.569463131862989,140.17112555503846
300,300,2,2,0.5122506149903173,0.547717653349903,0.547717653349903,295.739830994606
400,400,2,2,0.5094601963082346,0.5528492824794347,0.5528492824794345,800.3692710876464
500,500,2,2,0.508146085643043,0.5267306333180424,0.5267306333180424,1198.3534204483033
